序号,题号,题目名称,难度,通过率,挑战人数,标签
1913,8547,小桥在健身房的疑问,中,89.5%,108,动态规划
1914,3437,神奇的三元组,难,40%,108,思维、数学
1915,4206,文件压缩,易,14.3%,108,数学
1916,4466,乘除,易,5.9%,108,中国剩余定理、思维
1917,4211,电网维护,易,20%,108,图论、割点
1918,4475,货物出售,易,22.2%,108,数据结构
1919,18300,平方与异或,中,94.5%,108,位运算
1920,4493,大衣寻找X,易,33.3%,108,GCD、思维、数学
1921,4498,大衣的好异或,易,21.4%,108,思维、位运算
1922,5010,集合的差距,易,25%,108,思维
1923,4499,灵魂宝石,易,50%,108,动态规划
1924,4502,搭方块,易,0%,108,概率
1925,4252,大衣的GCD询问,易,10%,108,线性筛、GCD、数学、数据结构
1926,5024,二次剩余模板,易,15.8%,108,二次剩余
1927,4259,大衣的或和,易,33.3%,108,容斥、思维、位运算
1928,4016,小王回文串,难,22.2%,108,思维、回文数
1929,4530,如何到达目标位置,易,42.9%,108,动态规划
1930,1972,幸存者游戏,难,64.3%,108,引用、数学
1931,1977,看电影,难,62.5%,108,引用
1932,1471,幼儿园的游戏,中,0%,108,2012、JSOI
1933,1983,方形硬币,难,56%,108,引用
1934,1472,越狱老虎桥,中,0%,108,2012、Tarjan、贪心、JSOI
1935,2003,复合单词,难,85.7%,108,引用
1936,4563,移动路线,易,0%,108,动态规划
1937,17878,卓卓收拾行李,中,95.1%,108,数学
1938,4312,基德的数字游戏,易,67.6%,108,容斥
1939,8678,二进制时间机器,中,60%,108,思维
1940,3350,构建回文的最少操作次数,中,12.5%,109,思维
1941,4392,大衣的K增量回文,易,9.1%,109,思维、分类讨论
1942,4395,寒风吹起细雨迷离,易,27.8%,109,动态规划
1943,4415,最后一个顶点,易,42.1%,109,计算几何
1944,4416,简单数据结构二,易,33.3%,109,数学
1945,4417,神奇序列,易,36.4%,109,思维、数学
1946,4435,有序对数目,易,16.7%,109,容斥、莫比乌斯反演、质数
1947,8287,幸运彩票,中,50%,109,枚举
1948,4448,大衣的相似数组,易,0%,109,图论、思维、数据结构
1949,8033,调整果实排列,中,53.8%,109,树状数组
1950,4456,中继输出者,易,0%,109,矩阵快速幂
1951,4465,羽球！爆弹？炸飞啦！,易,8.3%,109,动态规划
1952,4217,水坝,易,55.6%,109,思维、数学
1953,17790,最大子段和的最优删减,中,0%,109,数学
1954,4229,周期,易,0%,109,莫比乌斯反演、数学
1955,4231,喜欢修仙的小辉,易,50%,109,NTT、期望DP
1956,4235,烹饪法则,易,0%,109,中国剩余定理、数学
1957,3471,防AK,难,21.1%,109,枚举
1958,5013,一起去游乐园,易,12.5%,109,图论
1959,919,细胞探索,中,0%,109,思维、SDOI
1960,8611,矿工小y,中,66.7%,109,状压DP
1961,4518,最小异或和,易,66.7%,109,线性基
1962,8614,二维树状数组,难,77.8%,109,树状数组
1963,4268,大衣的数字操作,易,16.7%,109,思维、贪心
1964,5036,甜甜的糖,中,85.7%,109,排序、树形DP
1965,1199,落忆枫音,中,0%,109,2015、拓扑排序、HNOI、动态规划
1966,4529,数据分析师小丫,易,0%,109,思维、贪心、前缀和
1967,8628,神秘的二进制符文,中,85.7%,109,思维
1968,957,面试的考验,中,0%,109,树状数组、JSOI、扫描线
1969,4546,小明的奇思妙想2,易,0%,109,图论、思维、排列组合
1970,8642,小然的神秘密码锁,中,22.2%,109,位运算
1971,4570,奇怪的选数,易,18.2%,109,思维、数学
1972,8416,严格递增子序列计数,中,40%,109,线段树
1973,4323,麻衣的巧克力存活挑战,易,9.1%,109,思维
1974,4331,线段相交的判断,易,56.2%,109,计算几何
1975,8428,找竞赛图最大环,中,66.7%,109,图论
1976,1009,防线修建,中,0%,109,平衡树、HAOI、凸包
1977,8692,神秘图形的路径搜索,中,25%,109,数学、最短路问题
1978,8700,神秘石阵的调整,中,37.5%,109,贪心
1979,4350,优化餐厅菜单,易,14.3%,109,动态规划
1980,17414,小齐的钟表园,中,0%,110,模拟
1981,8461,在线区间不同数的个数,中,84.4%,110,可持久化线段树
1982,8463,小m的等差数列,中,65.1%,110,思维、数学
1983,4887,驯化,中,81.5%,110,思维
1984,16921,沧海一粟,中,94%,110,模拟、枚举
1985,18204,无限全排,中,75%,110,排列组合
1986,4126,公交出游,难,25%,110,图论、最短路问题
1987,4400,战船！主炮？开火啦！,易,8.3%,110,计算几何
1988,12085,小蓝的音乐节奏,中,60.9%,110,贪心
1989,4920,2023的大雪,难,68%,110,优先队列、前缀和
1990,4925,大衣的最长子数组,中,50%,110,思维、贪心、前缀和、位运算
1991,3417,小郑的整除版子序列,难,40%,110,子序列问题
1992,4476,反气旋,易,46.2%,110,数学
1993,894,胜负一子,中,0%,110,HNOI、搜索
1994,17546,荣神的模式出现位置,中,95.4%,110,字符串
1995,8596,最长公共子串-2,中,20%,110,后缀数组
1996,5528,神殿守护者,中,17.6%,110,暴力、思维、贪心、枚举
1997,1187,实验比较,中,0%,110,2015、并查集、HNOI、树形DP
1998,5542,字符串转换程序,中,50%,110,贪心、枚举
1999,2986,树上最少边路径,难,33.3%,110,点分治、思维、排序
2000,4276,打怪兽,难,86.2%,110,思维
2001,4023,大衣的颜色球,中,66.7%,110,思维、贪心
2002,17592,荣神的功能字符串,中,83.3%,110,字符串
2003,4537,大衣的前缀排列,易,22.2%,110,思维、构造
2004,18362,博弈约乘,中,56.8%,110,博弈
2005,4284,质数游戏6,易,57.1%,110,数学
2006,961,有趣的游戏,中,0%,110,AC自动机、JSOI
2007,4559,最短序列,中,50%,110,AC自动机、状压DP、BFS
2008,2000,Unix ls,难,81.8%,110,引用
2009,2002,赌徒,难,76.5%,110,引用
2010,981,星际竞速,中,0%,110,网络流、SDOI
2011,5341,删树游戏（基础版）,中,16.7%,110,思维
2012,990,最小割,中,50%,110,网络流、最小割、ZJOI
2013,4319,神秘花环的挑战,易,26.7%,110,思维
2014,4334,Log函数,易,54.5%,110,数学
2015,5627,浪漫的正星迹,中,53.3%,110,贪心、排序、枚举
2016,18174,小作文,中,95.5%,110,字符串、数学
2017,3077,当历史课讲成大杂烩,难,18.2%,111,并查集
2018,3123,连续段分割问题,中,88.9%,111,倍增、思维、数学
2019,1087,智能车比赛,中,0%,111,2011、NOI、动态规划、计算几何
2020,3656,可平方字符串,难,38.5%,111,字符串
2021,18008,糖果袋重排赛,中,94.8%,111,数学
2022,1119,字符位置,中,0%,111,2010、容斥、CEOI
2023,3948,小王排列数,难,50%,111,模拟、思维
2024,17263,卓儿的操作系统,中,0%,111,BFS
2025,2938,公主的驸马,难,66.7%,111,模拟、思维、排列组合
2026,1921,LC显示器,难,66.7%,111,引用
2027,1940,初等算术,难,85.7%,111,引用
2028,1432,美丽家园,中,33.3%,111,2013、矩阵快速幂、JSOI
2029,1183,寿司晚宴,中,25%,111,2015、NOI、状压DP
2030,5537,丽丽的谜题,中,77.8%,111,枚举、数学
2031,5030,有限制的最小子树,易,50%,111,树形DP
2032,3763,建灯塔,易,0%,111,数学
2033,4552,小明的奇思妙想4,易,11.1%,111,线段树、双指针、离线处理
2034,4299,最心爱的玩具,易,54.5%,111,思维、数学
2035,4047,TriangleCounting,易,7.7%,111,思维
2036,4320,新一与基德的神秘石碑,易,52.9%,111,思维
2037,4336,小蓝寻宝,易,0%,111,思维、动态规划
2038,4340,夏令营备选活动,易,86.7%,111,动态规划
2039,18421,棋盘博弈,中,82.6%,111,思维
2040,1067,瑰丽华尔兹,中,0%,112,2005、单调队列、NOI、动态规划
2041,4411,小蓝的价值进阶之旅,易,14.3%,112,动态规划
2042,1346,序列统计,中,0%,112,2015、SDOI
2043,3144,小明买数字,难,54.5%,112,容斥、二分、数学、预处理
2044,4182,小浩的石子游戏,易,0%,112,思维、博弈
2045,8548,起风了,中,80%,112,思维
2046,4453,数列的排名I,易,12.5%,112,数学、排列组合
2047,870,假面舞会,中,25%,112,2008、图论、NOI
2048,4710,染色问题,难,15.4%,112,暴力
2049,4199,ymt的数字II,易,29.6%,112,数位DP
2050,2922,数组区间,难,23.1%,112,模拟、思维、动态规划
2051,8563,阿蓝的染色树,中,80%,112,排列组合
2052,4737,小蓝的神秘密码,易,25%,112,思维、数学
2053,907,邮递员,中,25%,112,HNOI、插头DP
2054,1420,套娃,中,33.3%,112,2015、贪心、JSOI
2055,910,消防局的设立,中,0%,112,贪心、HNOI、搜索
2056,3728,Yehrgame,易,0%,112,博弈
2057,3985,依依的艺术绘画挑战,易,8.3%,112,思维
2058,3732,某种相似性排列,易,16.7%,112,矩阵快速幂、思维
2059,3242,圣诞树Ⅱ,难,0%,112,前缀和、动态规划
2060,4022,大衣的幸福和,易,12.5%,112,思维、排列组合
2061,3273,蓝桥A梦的数组2,难,60%,112,贪心
2062,4044,装备强化幸运版本,易,28.6%,112,期望DP
2063,3789,小桥与河边的灯笼,易,21.4%,112,思维
2064,1492,任务查询系统,中,0%,112,2015、主席树、CQOI
2065,3804,黄金矿工,难,63.6%,112,动态规划
2066,3320,GaGa,中,77.8%,112,模拟、思维
2067,8698,校车日程,中,33.3%,112,动态规划、斜率优化
2068,4373,依依的魔法桶,易,30%,113,动态规划
2069,1830,验证(∃x)(A(x)→B(x))⇔(∀x)A(x)→(∃x)B(x),易,66.7%,113,
2070,1838,验证(∀x)﹁A(x)⇒﹁(∀x)A(x),易,50%,113,
2071,1841,在有限个体域上验证例2.7.5,易,50%,113,
2072,1076,学校编号,中,0%,113,费用流、KM算法、POI
2073,888,王室联邦,中,0%,113,块状树、SCOI
2074,898,梦幻岛宝珠,中,50%,113,HNOI、动态规划
2075,3716,喜不喜欢幸运字符串,难,61.5%,113,字符串、字典树
2076,2949,小蓝的旋转蓝牙,难,83.3%,113,思维、贪心
2077,20626,小淘的次幂研究,中,65.5%,113,
2078,917,虔诚的墓主人,中,0%,113,树状数组、SDOI
2079,1951,各位和,难,92.7%,113,引用
2080,5028,排列的LCP,易,27.3%,113,逆康托展开、思维
2081,11105,分割字符串,中,50%,114,字符串、逆元、EXGCD、数学、排列组合
2082,11617,五折之旅,中,88.2%,114,动态规划
2083,1146,书法家,中,0%,114,2013、NOI、动态规划
2084,891,蜘蛛难题,中,0%,114,模拟、SCOI
2085,1198,亚瑟王,中,0%,114,2015、HNOI、期望DP
2086,964,同类分布,难,13.3%,114,AHOI、数位DP
2087,8645,小然的翻转游戏,中,50%,114,贪心
2088,3053,农夫与蛇,难,52.9%,114,搜索
2089,1268,数字表格,中,0%,114,2017、莫比乌斯反演、SDOI
2090,8458,选择数列,中,50%,115,2-SAT
2091,1839,验证﹁(∃x)A(x)⇒(∃x)﹁A(x),易,44.4%,115,
2092,4665,迷失的魔法之旅：回到原点,易,0%,115,图论
2093,1089,道路修建,中,0%,115,2011、NOI、树形DP
2094,4442,前缀互质个数,易,50%,115,容斥
2095,11099,摧毁道路,中,50%,115,快速幂、BFS、数学
2096,8543,新的斐波那契,中,45.5%,115,矩阵快速幂
2097,11107,求经过网格的直线,中,22.2%,115,容斥、数学
2098,4198,同余方程组,易,0%,115,扩展中国剩余定理、费马小定理、中国剩余定理
2099,4216,小郑的成就感,易,38.5%,115,逆元、思维
2100,1406,炸弹攻击 2,中,0%,115,2016、JSOI、计算几何
2101,1933,幸运周,难,75%,115,引用
2102,920,HH去散步,中,0%,115,矩阵快速幂、SDOI、动态规划
2103,1185,开店,中,0%,115,2015、主席树、树链剖分、HNOI
2104,8354,三元组有多少个,中,0%,115,数学
2105,1955,Fibonacci数判定,中,42.9%,115,引用
2106,5555,动物的亲戚关系,中,42.9%,115,LCA、Dsu On Tree、暴力、DFS
2107,1976,恐怖的集合,难,77.8%,115,引用
2108,953,平面图判定,中,33.3%,115,2-SAT、并查集、HNOI
2109,3001,简单的GCD问题,中,70%,115,数学
2110,8638,小然的对称石阵,中,55%,115,贪心
2111,1478,分特产,中,66.7%,115,2011、容斥、JSOI
2112,3014,七夕祝福,中,41.2%,115,GCD、思维、数学
2113,3796,小桥的神秘石阵,易,23.5%,115,思维
2114,989,看电影,中,50%,115,ZJOI
2115,16864,六步行于棋盘端，随缘至于均衡地,中,92.3%,115,思维、数学
2116,1257,队长快跑,中,0%,115,2017、后缀数组、HNOI、最短路问题
2117,8704,小蓝过生日,中,60%,116,思维
2118,4922,大衣的整除,中,50%,116,GCD、思维
2119,17269,小齐的技能团队,中,82.1%,116,动态规划
2120,1143,向量内积,中,0%,116,2013、NOI
2121,8573,怎么倒茶,中,85%,116,思维、排序
2122,8579,二分图排列计数,中,0%,116,动态规划
2123,20619,最小方差生成树,难,0%,116,蓝桥杯备赛练习题
2124,1182,小园丁与老司机,中,0%,116,2015、网络流、NOI、动态规划
2125,8353,让蜡烛代替所有灯,中,12.5%,116,DFS、数学
2126,8363,小蓝的迷宫问题二,中,9.1%,116,思维、数学
2127,4539,无尽的可能,易,44.4%,116,逆元、数学
2128,3787,三胜制,易,0%,116,线段树、动态规划
2129,4314,麻衣的数列差异,易,22.2%,116,思维
2130,5116,古堡探险,难,37.5%,116,三分
2131,3612,Luckynumber,中,82%,117,模拟
2132,1833,验证(∃x)A(x)→(∀x)B(x)⇒(∀x)(A(x)→B(x)),易,57.1%,117,
2133,12082,跳格子,中,47.6%,117,动态规划
2134,1094,海拔,难,0%,117,2010、图论、最小割、NOI、最短路问题
2135,1095,能量采集,中,0%,117,2010、莫比乌斯反演、NOI
2136,17745,经济游戏中的投资策略,中,95.1%,117,数学
2137,2911,组织比赛,难,33.3%,117,暴力、数学
2138,3177,环形城市,难,43.8%,117,树状数组、反悔贪心
2139,1137,切糕,中,0%,117,2013、网络流、HNOI
2140,11121,A + B，但是强制在线,中,58.3%,117,模拟、数学
2141,17275,小齐的寻牛问题,中,75%,117,数学
2142,8580,打字机II,中,0%,117,字典树、思维、动态规划
2143,1925,五一假期,难,0%,117,引用
2144,1434,密码,中,0%,117,2013、矩阵乘法、JSOI
2145,8092,Zin数,中,23.5%,117,数位DP
2146,8358,特工的任务,中,87.5%,117,动态规划
2147,4519,大衣的期望,易,66.7%,117,期望DP、数学、概率
2148,4525,大衣最小的逆序对,易,11.1%,117,逆序对、思维、前缀和
2149,5554,丽丽的神奇数字,中,89.7%,117,模拟、枚举
2150,4538,打怪的最简单版本,易,50%,117,思维、贪心
2151,17340,小齐的大学学费,中,82%,117,模拟
2152,8641,小然的魔法森林冒险,中,88.2%,117,思维
2153,5579,大衣刷短视频,中,0%,117,堆、模拟、思维
2154,1998,快乐的蠕虫,中,81.8%,117,引用
2155,1488,密钥破解,中,50%,117,2016、逆元、CQOI
2156,8175,比武大赛,中,50%,117,动态规划
2157,3324,神秘问号瓶,中,87.5%,117,字符串、动态规划
2158,4134,装备强化困难版本,易,50%,118,动态规划、排列组合
2159,3145,小蓝的奇妙探险,中,40%,118,思维、排列组合
2160,18261,春水景象,中,96.3%,118,思维、数学
2161,18263,数序交响定年礼,中,96.6%,118,思维、数学
2162,8301,卡特兰的括号配对,中,89.2%,118,卡特兰数
2163,1391,方程,中,0%,118,2013、容斥、SDOI、卢卡斯定理
2164,18309,分山竹,中,38.9%,118,二分
2165,4230,时间旅行者的日记,易,0%,118,数据结构
2166,1928,电影系列题目之《先知》,难,76.2%,118,字符串
2167,1929,玛雅历,难,92.3%,118,引用
2168,5515,阿坤老师的课堂挑战（简易版）,中,62.5%,118,暴力、思维
2169,17812,辉神心灵手巧,中,0%,118,数学
2170,8105,星月交汇,中,66.7%,118,优先队列、堆、BFS
2171,1968,过桥,难,4%,118,引用
2172,5831,古老的秘密天平,中,17.6%,118,思维、位运算
2173,4302,小蓝VS小紫,易,16.7%,118,博弈
2174,1999,花生,难,88.2%,118,引用
2175,3572,通行顺畅计时器,中,33.3%,118,模拟、双指针
2176,18190,袜子规划,中,30%,119,递归、DFS
2177,17684,小齐的牛奶管道,中,60%,119,数学
2178,8469,最高的山,中,78%,119,枚举
2179,4398,小蓝的疑问II,易,10%,119,思维、二维数点
2180,11062,小陈的图论题,中,64.3%,119,生成树
2181,8509,回文工会,中,52.9%,119,二进制优化
2182,11076,丢失的心爱数字,中,42.3%,119,数学
2183,4175,滚动的小球,易,26.7%,119,动态规划、数学
2184,1384,刺客信条,中,0%,119,2013、费用流、SDOI、树形DP
2185,1896,石头、剪刀、布,难,82.4%,119,引用
2186,3443,NO.k,难,30%,119,贪心、二分
2187,8325,帮小蓝搬砖,中,78.7%,119,模拟、暴力、数学
2188,1418,非诚勿扰,中,66.7%,119,2015、树状数组、JSOI、期望DP
2189,5294,集合合并,中,64.3%,119,并查集、枚举、数学、质数
2190,1480,序的计数,中,0%,119,2011、JSOI、动态规划
2191,1491,网络吞吐量,中,0%,119,2015、网络流、CQOI
2192,1251,由乃的玉米田,中,0%,119,2017、YNOI、状态压缩、莫队算法
2193,3308,我要放弃人类!,中,50%,119,动态规划
2194,1267,树点涂色,中,0%,119,2017、LCT、树链剖分、线段树、SDOI
2195,5112,驯服灵兽,难,0%,119,博弈
2196,1055,订货,中,25%,120,费用流、贪心、HAOI
2197,3883,神奇游戏机,易,0%,120,动态规划
2198,4158,最快点燃蜡烛的密码,中,53.8%,120,思维
2199,1103,三角形覆盖问题,中,25%,120,2012、HNOI、计算几何、扫描线
2200,11614,幽影之秘,中,95.7%,120,计算几何
2201,1377,向量集,中,0%,120,2014、线段树、SDOI、二分、凸包
2202,4015,风雨揭开我的记忆,易,0%,120,动态规划
2203,17073,密码,难,78.3%,120,数学
2204,8168,小L的混乱键盘,中,78.4%,120,双端队列
2205,3570,小蓝与小桥的奇偶战争,中,50%,120,模拟、数学
2206,5655,岛屿穿梭,中,76.9%,121,模拟、思维、枚举
2207,1053,软件安装,中,0%,121,缩点、HAOI、树形DP
2208,18209,偶数的矩阵方案数,中,83.3%,121,动态规划
2209,4390,割点模板,易,69.2%,121,图论、割点
2210,1832,验证(∃x)(A(x)∧B(x))⇒(∃x)A(x)∧(∃x)B(x),易,50%,121,
2211,1066,聪聪和可可,中,0%,121,2005、NOI、期望DP
2212,8253,涂抹游戏,中,33.3%,121,思维
2213,8517,小飞染色,中,88.9%,121,排列组合
2214,4678,色彩转化,易,0%,121,思维
2215,844,树的统计,中,42.9%,121,树链剖分、线段树、ZJOI
2216,17232,种相邻植物,中,34.2%,121,双指针
2217,17488,小齐的镜子挑战,中,0%,121,数学
2218,1105,双十字,中,0%,121,2012、树状数组、HNOI、动态规划
2219,11093,人海求缘,中,40%,121,中国剩余定理、思维、数学
2220,4458,小浩坐地铁,易,20%,121,动态规划
2221,3439,大衣的材料力树,难,33.3%,121,图论、数据结构
2222,901,鬼谷子的钱袋,中,33.3%,121,HNOI
2223,8071,和,中,0%,121,动态规划
2224,5006,新一的魔术盒,易,0%,121,思维
2225,918,E&D游戏,中,50%,121,树状数组、SDOI、博弈
2226,1942,整数探究,难,81.8%,121,引用
2227,956,游戏,中,0%,121,二分图、JSOI、博弈
2228,984,善意的投票,中,50%,121,网络流、SHOI
2229,3563,最大的最小价值,难,66.7%,121,前缀和、二分
